אֵאוֹגֶנִיקָה	QeQWgE!niqaH	eoge!nika
מְחַצְצֵר	m3jAZ3Ze!r	mexatsetse!r
מְחֻצְ׳קָן	m3jUCqa!n	mexutʃka!n
מְחַצֵּר	m3jA_Ze!r	mexatse!r
מְחַצְרֵץ	m3jAZre!Z	mexatsre!ts
מְחָק	m3ja!q	mexa!k
מִחֵק	mIje!q	mixe!k
מַחַק	mA!jAq	ma!xak
מָחַק	majA!q	maxa!k
מְחַקֶּה	m3jA_qE!H	mexake!
מְחֻקֶּה	m3jU_qE!H	mexuke!
מַחְקָן	mAjqa!n	maxka!n
מְחֻקָּק	m3jU_qa!q	mexuka!k
מְחַקֵּר	m3jA_qe!r	mexake!r
מֶחְקָר	mEjqa!r	mexka!r
מֶחְקָרוֹן	mEjqarW!n	mexkaro!n
מֶחְקָרִי	mEjqari!	mexkari!
מָחָר	maja!r	maxa!r
מְחָרֵב	m3jare!v	mexare!v
מְחֹרָב	m3jora!v	mexora!v
מֻחְרָב	mUjra!v	muxra!v
מְחַרְבֵּן	m3jArbe!n	mexarbe!n
מְחֻרְבָּן	m3jUrba!n	mexurba!n
מְחַרְבֵּשׁ	m3jArbe!c	mexarbe!ʃ
מְחֻרְבָּשׁ	m3jUrba!c	mexurba!ʃ
מֻחְרָג	mUjra!g	muxra!g
מֻחְרָד	mUjra!d	muxra!d
מְחֻרְדָּל	m3jUrḍa!l	mexurda!l
מַחֲרֶה	mAjárE!H	maxare!
מְחֹרָז	m3jora!z	mexora!z
מַחְרֹזֶת	mAjro!zEt	maxro!zet
מְחַרְחֵר	m3jArje!r	mexarxe!r
מַחְרֵטָה	mAjreTa!H	maxreta!
מְחַרְטֵט	m3jArTe!T	mexarte!t
מְחַרְטֵשׁ	m3jArTe!c	mexarte!ʃ
מַחְרִיא	mAjri!Q	maxri!
מַחְרִיב	mAjri!v	maxri!v
מַחְרִיג	mAjri!g	maxri!g
מַחְרִיד	mAjri!d	maxri!d
מַחֲרִיד	mAjári!d	maxari!d
מַחְרִים	mAjri!m	maxri!m
מְחַרְיֵן	m3jArye!n	mexarje!n
מַחְרִיף	mAjri!f	maxri!f
מַחְרִיק	mAjri!q	maxri!k
מַחְרִישׁ	mAjri!c	maxri!ʃ
מֻחְרָם	mUjra!m	muxra!m
מֻחֲרָם	mUjára!m	muxara!m
מְחֻרְמָן	m3jUrma!n	mexurma!n
מְחָרֵף	m3jare!f	mexare!f
מֻחְרָף	mUjra!f	muxra!f
מְחַרְפֵּן	m3jArpe!n	mexarpe!n
מְחֻרְפָן	m3jUrfa!n	mexurfa!n
מְחֹרָץ	m3jora!Z	mexora!ts
מְחַרְקֵשׁ	m3jArqe!c	mexarke!ʃ
מַחְרֹקֶת	mAjro!qEt	maxro!ket
מְחֹרָר	m3jora!r	mexora!r
מֻחְרָשׁ	mUjra!c	muxra!ʃ
מַחְרֵשָׁה	mAjreca!H	maxreʃa!
מׇחֳרָת	mOjóra!t	moxora!t
מׇחֳרָתַיִם	mOjóratA!yIm	moxorata!im
מְחַשֵּׁב	m3jA_ce!v	mexaʃe!v
מְחֻשָּׁב	m3jU_ca!v	mexuʃa!v
מִחְשֵׁב	mIjce!v	mixʃe!v
מַחְשֵׁב	mAjce!v	maxʃe!v
מֻחְשַׁב	mUjcA!v	muxʃa!v
מֻחְשָׁב	mUjca!v	muxʃa!v
מַחְשָׁבָה	mAjcava!H	maxʃava!
מַחְשְׁבוֹן	mAjc3vW!n	maxʃevo!n
מַחֲשָׁבוֹת	mAjácavW!t	maxaʃavo!t
מְחַשְׁבֵּז	m3jAcbe!z	mexaʃbe!z
מַחְשְׁבִי	mAjc3vi!	maxʃevi!
מְחַשְׁבֵּן	m3jAcbe!n	mexaʃbe!n
מְחֻשְׁבָּן	m3jUcba!n	mexuʃba!n
מַחְשֶׁבֶת	mAjcE!vEt	maxʃe!vet
מַחְשַׁבְתִּי	mAjcAvṭi!	maxʃavti!
מְחַשְׁגֵּז	m3jAcǵe!z	mexaʃge!z
מֻחְשָׁד	mUjca!d	muxʃa!d
מַחֲשֶׁה	mAjácE!H	maxaʃe!
מִחְשׁוּב	mIjcu!v	mixʃu!v
מַחְשׂוֹף	mAjSW!f	maxso!f
מַחְשִׁיב	mAjci!v	maxʃi!v
מַחְשִׁיד	mAjci!d	maxʃi!d
מַחְשִׁיךְ	mAjci!x	maxʃi!x
מֻחְשָׁךְ	mUjca!x	muxʃa!x
מְחַשֵּׁל	m3jA_ce!l	mexaʃe!l
מְחֻשָּׁל	m3jU_ca!l	mexuʃa!l
מְחַשְׁמֵל	m3jAcme!l	mexaʃme!l
מְחֻשְׁמָל	m3jUcma!l	mexuʃma!l
מְחַשֵּׂף	m3jA_Se!f	mexase!f
מְחַשֵּׁק	m3jA_ce!q	mexaʃe!k
מְחֻשָּׁק	m3jU_ca!q	mexuʃa!k
מְחַשֵּׁשׁ	m3jA_ce!c	mexaʃe!ʃ
מַחְשֵׁשָׁה	mAjceca!H	maxʃeʃa!
מֵחֵת	meje!t	mexe!t
מֻחָת	mUja!t	muxa!t
מַחְתָּה	mAjṭa!H	maxta!
מְחֻתְחָת	m3jUtja!t	mexutxa!t
מַחְתִּיל	mAjṭi!l	maxti!l
מַחְתִּים	mAjṭi!m	maxti!m
מְחַתֵּךְ	m3jA_ṭe!x	mexate!x
מְחֻתָּךְ	m3jU_ṭa!x	mexuta!x
מְחַתֵּל	m3jA_ṭe!l	mexate!l
מְחֻתָּל	m3jU_ṭa!l	mexuta!l
מֻחְתָּל	mUjṭa!l	muxta!l
מַחְתֶּלֶת	mAjṭE!lEt	maxte!let
מְחַתֵּם	m3jA_ṭe!m	mexate!m
מְחֻתָּם	m3jU_ṭa!m	mexuta!m
מֻחְתָּם	mUjṭa!m	muxta!m
מְחַתֵּן	m3jA_ṭe!n	mexate!n
מְחֻתָּן	m3jU_ṭa!n	mexuta!n
מַחְתֶּרֶת	mAjṭE!rEt	maxte!ret
מַחְתַּרְתִּי	mAjṭArṭi!	maxtarti!
מָט	ma!T	ma!t
מֵטֵאוֹר	meTeQW!r	meteo!r
מֶטֶאוֹר	mETEQW!r	meteo!r
מֶטֶאוֹרוֹאִיד	mETEQWrWQi!d	meteoroi!d
מֶטֶאוֹרוֹלוֹג	mETEQWrWlW!g	meteorolo!g
מֶטֶאוֹרוֹלוֹגִי	mETEQWrWlW!gi	meteorolo!gi
מֵטֵאוֹרוֹלוֹגְיָה	meTeQWrWlW!gyaH	meteorolo!gja
מֶטֶאוֹרִי	mETEQW!ri	meteo!ri
מֵטֵאוֹרִיט	meTeQWri!T	meteori!t
מֶטֶאוֹרִיט	mETEQWri!T	meteori!t
מְטָאֵט	m3TaQe!T	metae!t
מְטַאֲטֵא	m3TAQáTe!Q	metaate!
מְטֻאֲטָא	m3TUQáTa!Q	metuata!
מַטְאֲטֵא	mATQáTe!Q	matʔate!
מִטֵּב	mI_Te!v	mite!v
מַטְבּוּחָה	mATbu!jaH	matbu!xa
מֶטָבּוֹלִי	mETa_bW!li	metabo!li
מֵטָבּוֹלִיזְם	meTa_bWli!zm	metaboli!zm
מִטְבָּח	mITba!j	mitba!x
מַטְבֵּחַ	mATbe!jÁ	matbe!ax
מִטְבָּחוֹן	mITbajW!n	mitbaxo!n
מִטְבָּחַיִם	mITbajA!yIm	mitbaxa!im
מַטְבִיל	mATvi!l	matvi!l
מַטְבִּיל	mATbi!l	matbi!l
מַטְבִיעַ	mATvi!RÁ	matvi!a
מַטְבִּיעַ	mATbi!RÁ	matbi!a
מְטַבֵּל	m3TA_be!l	metabe!l
מִטְבָּל	mITba!l	mitba!l
מֻטְבָּל	mUTba!l	mutba!l
מְטַבֵּעַ	m3TA_be!RÁ	metabe!a
מְטֻבָּע	m3TU_ba!R	metuba!
מַטְבֵּעַ	mATbe!RÁ	matbe!a
מֻטְבָּע	mUTba!R	mutba!
מִטְבָּעָה	mITbaRa!H	mitbaa!
מַטְבְּעוֹן	mATb3RW!n	matbeo!n
מְטַגֵּן	m3TA_ǵe!n	metage!n
מְטֻגָּן	m3TU_ǵa!n	metuga!n
מִטַּגֵּן	mI_TA_ǵe!n	mitage!n
מִטָּה	mI_Ta!H	mita!
מַטֶּה	mA_TE!H	mate!
מַטָּה	mA_Ta!H	mata!
מֻטֶּה	mU_TE!H	mute!
מְטַהֵר	m3TAhe!r	metahe!r
מְטָהֵר	m3Tahe!r	metahe!r
מְטֹהָר	m3Toha!r	metoha!r
מִטַּהֵר	mI_TAhe!r	mitahe!r
מִטְוָאָה	mITwaQa!H	mitvaa!
מִטּוּב	mI_Tu!v	mitu!v
מְטַוֵּחַ	m3TA_we!jÁ	metave!ax
מְטֻוָּח	m3TU_wa!j	metuva!x
מִטְוָח	mITwa!j	mitva!x
מְטוֹטֶלֶת	m3TWTE!lEt	metote!let
מְטוּטֶלֶת	m3TuTE!lEt	metute!let
מְטוּטֶּלֶת	m3Tu_TE!lEt	metute!let
מָטוֹל	maTW!l	mato!l
מְטוּלָה	m3Tu!laH	metu!la
מֵטוֹנִימְיָה	meTWni!myaH	metoni!mja
מֶטוֹנִימְיָה	mETWni!myaH	metoni!mja
מָטוֹס	maTW!s	mato!s
מְטוֹסַאי	m3TWsA!Ny	metosa!j
מָטוֹשׁ	maTW!c	mato!ʃ
מְטַזְטֵז	m3TAzTe!z	metazte!z
מַטָּח	mA_Ta!j	mata!x
מָטָח	maTa!j	mata!x
מַטְחֵנָה	mATjena!H	matxena!
מְטֻטֶּלֶת	m3TU_TE!lEt	metute!let
מְטַיֵּב	m3TA_ye!v	metaje!v
מְטֻיָּב	m3TU_ya!v	metuja!v
מֵטִיב	meTi!v	meti!v
מְטַיֵּחַ	m3TA_ye!jÁ	metaje!ax
מְטֻיָּח	m3TU_ya!j	metuja!x
מֵטִיחַ	meTi!jÁ	meti!ax
מְטַיֵּט	m3TA_ye!T	metaje!t
מְטֻיָּט	m3TU_ya!T	metuja!t
מְטִיל	m3Ti!l	meti!l
מְטַיֵּל	m3TA_ye!l	metaje!l
מְטֻיָּל	m3TU_ya!l	metuja!l
מֵטִיל	meTi!l	meti!l
מַטִּיל	mA_Ti!l	mati!l
מָטִיל	maTi!l	mati!l
מֵטִיס	meTi!s	meti!s
מְטַיֵּף	m3TA_ye!f	metaje!f
מַטִּיף	mA_Ti!f	mati!f
מַטְכָּל	mATka!l	matka!l
מְטַכֵּס	m3TA_ke!s	metake!s
מְטַכְסֵס	m3TAxse!s	metaxse!s
מֻטָּל	mU_Ta!l	muta!l
מְטַלֵּא	m3TA_le!Q	metale!
מְטֻלָּא	m3TU_la!Q	metula!
מֻטְלָא	mUTla!Q	mutla!
מַטָּלָה	mA_Tala!H	matala!
מֵטָלוּרְגִּיָּה	meTalu!rǵI_yaH	metalu!rgija
מֶטָלוּרְגְּיָה	mETalu!rǵ3yaH	metalu!rgja
מְטַלְטֵל	m3TAlTe!l	metalte!l
מְטֻלְטָל	m3TUlTa!l	metulta!l
מִטַּלְטֵל	mI_TAlTe!l	mitalte!l
מַטְלִיא	mATli!Q	matli!
מַטְלִיל	mATli!l	matli!l
מַטְלִית	mATli!t	matli!t
מְטֻלָּל	m3TU_la!l	metula!l
מְטַלֵּף	m3TA_le!f	metale!f
מְטֻלָּף	m3TU_la!f	metula!f
מְטַלְפֵּן	m3TAlpe!n	metalpe!n
מְטֻלְפָּן	m3TUlpa!n	metulpa!n
מְטַמֵּא	m3TA_me!Q	metame!
מְטֻמָּא	m3TU_ma!Q	metuma!
מִטַּמֵּא	mI_TA_me!Q	mitame!
מְטֻמְבָּל	m3TUmba!l	metumba!l
מִטְמוּט	mITmu!T	mitmu!t
מַטְמוֹן	mATmW!n	matmo!n
מֶטָמוֹרְפוֹזָה	mETamWrfW!zaH	metamorfo!za
מִטְמֵט	mITme!T	mitme!t
מְטַמְטֵם	m3TAmTe!m	metamte!m
מְטֻמְטָם	m3TUmTa!m	metumta!m
מִטַּמְטֵם	mI_TAmTe!m	mitamte!m
מַטְמִין	mATmi!n	matmi!n
מַטְמִיעַ	mATmi!RÁ	matmi!a
מִטַּמֵּן	mI_TA_me!n	mitame!n
מֻטְמָן	mUTma!n	mutma!n
מִטְמָנָה	mITmana!H	mitmana!
מְטֻמָּע	m3TU_ma!R	metuma!
מֻטְמָע	mUTma!R	mutma!
מְטַנֵּן	m3TA_ne!n	metane!n
מְטַנֵּף	m3TA_ne!f	metane!f
מְטֻנָּף	m3TU_na!f	metuna!f
מִטַּנֵּף	mI_TA_ne!f	mitane!f
מַטָּס	mA_Ta!s	mata!s
מֻטְסָט	mUTsa!T	mutsa!t
מַטְסִיט	mATsi!T	matsi!t
מַטָּע	mA_Ta!R	mata!
מַטְעֶה	mATRE!H	matʔe!
מֻטְעֶה	mUTRE!H	mutʔe!
מַטְעִים	mATRi!m	matʔi!m
מַטְעִין	mATRi!n	matʔi!n
מַטְעָם	mATRa!m	matʔa!m
מֻטְעָם	mUTRa!m	mutʔa!m
מִטְעָן	mITRa!n	mitʔa!n
מַטְעֵן	mATRe!n	matʔe!n
מֻטְעָן	mUTRa!n	mutʔa!n
מַטָּף	mA_Ta!f	mata!f
מַטְפֶּה	mATpE!H	matpe!
מֵטָפוֹרָה	meTafW!raH	metafo!ra
מֶטָפוֹרָה	mETafW!raH	metafo!ra
מֶטָפוֹרִי	mETafW!ri	metafo!ri
מְטַפֵּחַ	m3TA_pe!jÁ	metape!ax
מְטֻפָּח	m3TU_pa!j	metupa!x
מִטְפַּחַת	mITpA!jAt	mitpa!xat
מְטַפְטֵף	m3TAfTe!f	metafte!f
מֶטָפִיזִי	mETafi!zi	metafi!zi
מֵטָפִיזִיקָה	meTafi!ziqaH	metafi!zika
מֶטָפִיזִיקָה	mETafi!ziqaH	metafi!zika
מַטְפִּיחַ	mATpi!jÁ	matpi!ax
מְטַפֵּל	m3TA_pe!l	metape!l
מְטֻפָּל	m3TU_pa!l	metupa!l
מְטַפֶּלֶת	m3TA_pE!lEt	metape!let
מְטַפֵּס	m3TA_pe!s	metape!s
מְטַפֵּשׁ	m3TA_pe!c	metape!ʃ
מְטֻפָּשׁ	m3TU_pa!c	metupa!ʃ
מִטַּפֵּשׁ	mI_TA_pe!c	mitape!ʃ
מְטַקְבֵּק	m3TAqbe!q	metakbe!k
מַטְקָה	mA!TqaH	ma!tka
מַטְקוֹת	mA!TqWt	ma!tkot
מְטַקְטֵק	m3TAqTe!q	metakte!k
מְטֻקָּס	m3TU_qa!s	metuka!s
מֵטֶר	me!TEr	me!ter
מֶטֶר	mE!TEr	me!ter
מָטָר	maTa!r	mata!r
מִטְרָד	mITra!d	mitra!d
מֻטְרָד	mUTra!d	mutra!d
מַטָּרָה	mA_Tara!H	matara!
מֶטְרוֹ	mE!TrW	me!tro
מֶטְרוֹלוֹגְיָה	mETrWlW!gyaH	metrolo!gja
מֶטְרוֹנוֹם	mETrWnW!m	metrono!m
מֶטְרוֹנוֹמִיקָה	mETrWnW!miqaH	metrono!mika
מַטְרוֹנִית	mATrWni!t	matroni!t
מֶטְרוֹפּוֹלִיט	mETrW_pWli!T	metropoli!t
מֶטְרוֹפּוֹלִין	mETrW_pWli!n	metropoli!n
מֶטְרוֹפּוֹלִינִי	mETrW_pWli!ni	metropoli!ni
מְטֻרְזָן	m3TUrza!n	meturza!n
מֻטְרָח	mUTra!j	mutra!x
מְטַרְחֵן	m3TArje!n	metarxe!n
מְטַרְטֵר	m3TArTe!r	metarte!r
מֶטְרִי	mE!Tri	me!tri
מָטֶרְיָאלִי	maTErya!Nli	materja!li
מָטֶרְיָאלִיזְם	maTEryaNli!zm	materjali!zm
מָטֶרְיָאלִיסְט	maTEryaNli!sT	materjali!st
מָטֶרְיָאלִיסְטִי	maTEryaNli!sTi	materjali!sti
מַטְרִיאַרְכְיָה	mATriQA!rxyaH	matria!rxja
מַטְרִיאַרְכָלִי	mATriQArxa!li	matriarxa!li
מַטְרִיד	mATri!d	matri!d
מַטְרִידָן	mATrida!n	matrida!n
מִטְרִיָּה	mITrI_ya!H	mitrija!
מָטֶרְיָה	maTE!ryaH	mate!rja
מַטְרִיחַ	mATri!jÁ	matri!ax
מַטְרִים	mATri!m	matri!m
מַטְרִיף	mATri!f	matri!f
מַטְרִיצָה	mATri!ZaH	matri!tsa
מַטְרִיצְיוֹנִי	mATriZyW!ni	matritsjo!ni
מְטַרְלֵל	m3TArle!l	metarle!l
מְטֻרְלָל	m3TUrla!l	meturla!l
מֻטְרָם	mUTra!m	mutra!m
מְטָרֵף	m3Tare!f	metare!f
מְטֹרָף	m3Tora!f	metora!f
מִטָּרֵף	mI_Tare!f	mitare!f
מַטְרֵף	mATre!f	matre!f
מֻטְרָף	mUTra!f	mutra!f
מְטַרְפֵּד	m3TArpe!d	metarpe!d
מְטֻרְפָּד	m3TUrpa!d	meturpa!d
מַטְרֵפָה	mATrefa!H	matrefa!
מְטַשְׁטֵשׁ	m3TAcTe!c	metaʃte!ʃ
מְטֻשְׁטָשׁ	m3TUcTa!c	metuʃta!ʃ
מִטַּשְׁטֵשׁ	mI_TAcTe!c	mitaʃte!ʃ
מֶטָתֶזָה	mETatE!zaH	metate!za
מִי	mi!	mi!
מְיָאֵשׁ	m3yaQe!c	mejae!ʃ
מְיֹאָשׁ	m3yoQa!c	mejoa!ʃ
מְיַבֵּא	m3yA_be!Q	mejabe!
מְיֻבָּא	m3yU_ba!Q	mejuba!
מְיַבֵּב	m3yA_be!v	mejabe!v
מְיֻבָּל	m3yU_ba!l	mejuba!l
מֻיְבָּל	mUyba!l	mujba!l
מְיַבֵּם	m3yA_be!m	mejabe!m
מְיַבֵּשׁ	m3yA_be!c	mejabe!ʃ
מְיֻבָּשׁ	m3yU_ba!c	mejuba!ʃ
מֻיְבָּשׁ	mUyba!c	mujba!ʃ
מְיַגֵּעַ	m3yA_ǵe!RÁ	mejage!a
מְיֻגָּע	m3yU_ǵa!R	mejuga!
מֻיְגָּע	mUyǵa!R	mujga!
מִיגְרֶנָה	migrE!naH	migre!na
מִיָּד	mI_ya!d	mija!d
מְיֻדָּד	m3yU_ḍa!d	mejuda!d
מְיַדֶּה	m3yA_ḍE!H	mejade!
מִיָּדִי	mI_yadi!	mijadi!
מִיָּדִיּוּת	mI_yadI_yu!t	mijadiju!t
מִיָּדִית	mI_yadi!t	mijadi!t
מְיַדְלֵל	m3yAdle!l	mejadle!l
מְיַדֵּעַ	m3yA_ḍe!RÁ	mejade!a
מְיֻדָּע	m3yU_ḍa!R	mejuda!
מֵידָע	meYda!R	mejda!
מְיַהֵד	m3yAhe!d	mejahe!d
מְיָהֵד	m3yahe!d	mejahe!d
מְיֹהָד	m3yoha!d	mejoha!d
מִיוֹזָה	mIyW!zaH	mijo!za
מְיוּזִיקְל	m3yu!ziql	mju!zikl
מִיּוּל	mI_yu!l	miju!l
מִיּוּם	mI_yu!m	miju!m
מִיּוּן	mI_yu!n	miju!n
מָיוֹנֶז	mayWnE!z	majone!z
מִיזוֹגִינְיָה	mizWgi!n3yaH	mizogi!nja
מִיזוֹלוֹגְיָה	mizWlW!gyaH	mizolo!gja
מְיַזֵּם	m3yA_ze!m	mejaze!m
מֵיזָם	meYza!m	mejza!m
מִיזַנְתְּרוֹפּ	mizAnṭrW!_p	mizantro!p
מִיזַנְתְּרוֹפִּי	mizAnṭrW!_pi	mizantro!pi
מִיזַנְתְּרוֹפְּיָה	mizAnṭ3rW!_p3yaH	mizantro!pja
מְיֻזָּע	m3yU_za!R	mejuza!
מְיַחֵד	m3yAje!d	mejaxe!d
מְיָחֵד	m3yaje!d	mejaxe!d
מְיֻחָד	m3yUja!d	mejuxa!d
מְיֻחָדוּת	m3yUjadu!t	mejuxadu!t
מְיַחֵל	m3yAje!l	mejaxe!l
מְיָחֵל	m3yaje!l	mejaxe!l
מְיֻחָל	m3yUja!l	mejuxa!l
מְיַחֵם	m3yAje!m	mejaxe!m
מְיָחֵם	m3yaje!m	mejaxe!m
מְיֻחָם	m3yUja!m	mejuxa!m
מְיַחֵס	m3yAje!s	mejaxe!s
מְיָחֵס	m3yaje!s	mejaxe!s
מְיֻחָס	m3yUja!s	mejuxa!s
מְיַחְצֵן	m3yAjZe!n	mejaxtse!n
מַיִט	mA!yIT	ma!it
מֵיטָב	meYTa!v	mejta!v
מֻיְטָב	mUyTa!v	mujta!v
מִיטָה	miTa!H	mita!
מִיטוֹזָה	miTW!zaH	mito!za
מִיטוּט	miTu!T	mitu!t
מִיטוֹכוֹנְדְּרִי	miTWxW!nḍri	mitoxo!ndri
מִיטוֹכוֹנְדְרִיָּה	miTWxW!ndrI_yaH	mitoxo!ndrija
מִיטוֹכוֹנְדְרִיּוֹן	miTWxWndrI_yW!n	mitoxondrijo!n
מַיְטִיב	mAyTi!v	majti!v
מִיל	mi!l	mi!l
מֵיְל	me!yl	me!jl
מְיַלֵּד	m3yA_le!d	mejale!d
מְיֻלָּד	m3yU_la!d	mejula!d
מְיַלֶּדֶת	m3yA_lE!dEt	mejale!det
מִילָה	mila!H	mila!
מִילְיַארְד	milyA!Nrd	milja!rd
מִילְיַארְדִּית	mil3yANr3ḍi!t	miljardi!t
מִילְיָאְרְדִית	mil3yaQr3di!t	miljardi!t
מִילְיַארְדֵּר	milyANrḍe!r	miljarde!r
מִילְיַארְדֶּר	mil3yANr3ḍE!r	miljarde!r
מִילִיגְרָם	milig3ra!m	miligra!m
מִילְיוֹן	milyW!n	miljo!n
מִילְיוֹנִית	mil3yWni!t	miljoni!t
מִילְיוֹנֵר	milyWne!r	miljone!r
מִילִיטַנְטִי	miliTA!nTi	milita!nti
מִילִיטָרִיזְם	miliTari!zm	militari!zm
מִילִיטָרִיזַצְיָה	miliTarizA!ZyaH	militariza!tsja
מִילִיטָרִיסְט	miliTari!sT	militari!st
מִילִיטָרִיסְטִי	miliTari!sTi	militari!sti
מִילִילִיטֶר	milili!TEr	milili!ter
מִילִימֶטֶר	milimE!TEr	milime!ter
מִילִימֶטְרִי	milimE!Tri	milime!tri
מִילִימִיקְרוֹן	milimiq3rW!n	milimikro!n
מִילִיצְיָה	mili!ZyaH	mili!tsja
מִילִישְׁנִיָּה	milicnI!_yaH	miliʃni!ja
מְיַלֵּל	m3yA_le!l	mejale!l
מִילֶנְיוּם	milE!nyum	mile!njum
מִילְקְשֵׁיְק	mi!lqceyq	mi!lkʃejk
מִיֵּם	mI_ye!m	mije!m
מַיִם	mA!yIm	ma!im
מִימוֹזָה	mimW!zaH	mimo!za
מִימוּנָה	mimu!naH	mimu!na
מֵימִי	meYmi!	mejmi!
מֵימִיָּה	meYmI_ya!H	mejmija!
מֵימִין	meYmi!n	mejmi!n
מַיְמִין	mAymi!n	majmi!n
מִימִיקָה	mi!miqaH	mi!mika
מְיֻמָּן	m3yU_ma!n	mejuma!n
מֵימָן	meYma!n	mejma!n
מֻיְמָן	mUyma!n	mujma!n
מְיֻמָּנוּת	m3yU_manu!t	mejumanu!t
מַיֶּמֶת	mA_yE!mEt	maje!met
מִין	mi!n	mi!n
מִיֵּן	mI_ye!n	mije!n
מֻיַּן	mU_yA!n	muja!n
מִינָאוּת	minaQu!t	minau!t
מִינוֹטָאוּר	minWTa!Qur	minota!ur
מִינוּס	mi!nus	mi!nus
מִינוֹר	minW!r	mino!r
מִינוֹרִי	minW!ri	mino!ri
מִינִי	mi!ni	mi!ni
מִינִי	mini!	mini!
מִינְיָאטוּרָה	minyaNTu!raH	minjatu!ra
מִינְיָאטוּרִי	minyaNTu!ri	minjatu!ri
מִינִיבּוּס	mi!ni_bus	mi!nibus
מִינִיוָאן	mi!niwaNn	mi!nivan
מִינִיּוּת	minI_yu!t	miniju!t
מִינִימוּם	mi!nimum	mi!nimum
מִינִימִיזַצְיָה	minimizA!ZyaH	minimiza!tsja
מִינִימָלִי	minima!li	minima!li
מִינִימָלִיזְם	minimali!zm	minimali!zm
מִינִימָלִיסְטִי	minimali!sTi	minimali!sti
מִינִימַרְקֶט	minimA!rqET	minima!rket
מִינִיסְטֶר	mi!nisTEr	mi!nister
מִינִיסְטֶרְיָאלִי	minisTErya!Nli	ministerja!li
מִינִיסְטֶרְיוֹן	minisTEryW!n	ministerjo!n
מִינִית	mini!t	mini!t
מְיַנֵּן	m3yA_ne!n	mejane!n
מְיֻנָּן	m3yU_na!n	mejuna!n
מִינָנוּת	minanu!t	minanu!t
מֵינְסְטְרִים	me!YnsT3rim	me!jnstrim
מֻיְנָק	mUyna!q	mujna!k
מֵינֶקֶת	meYnE!qEt	mejne!ket
מִינֶרָל	minEra!l	minera!l
מִינֶרָלוֹג	minEralW!g	mineralo!g
מִינֶרָלוֹגְיָה	minEralW!gyaH	mineralo!gja
מִינֵרָלִי	minera!li	minera!li
מִינֶרָלִי	minEra!li	minera!li
מְיַסֵּד	m3yA_se!d	mejase!d
מְיֻסָּד	m3yU_sa!d	mejusa!d
מִיסְטִי	mi!sTi	mi!sti
מִיסְטִיקַאי	mis3TiqA!Ny	mistika!j
מִיסְטִיקָה	mi!sTiqaH	mi!stika
מִיסְטִיקָן	misTiqa!n	mistika!n
מִיסְיוֹן	misyW!n	misjo!n
מִיסְיוֹנֵר	misyWne!r	misjone!r
מִיסְיוֹנֶר	mis3yWnE!r	misjone!r
מִיסְיוֹנֶרִי	misyWnE!ri	misjone!ri
מְיַסֵּף	m3yA_se!f	mejase!f
מְיֻסָּף	m3yU_sa!f	mejusa!f
מְיַסֵּר	m3yA_se!r	mejase!r
מְיֻסָּר	m3yU_sa!r	mejusa!r
מְיַעֵד	m3yARe!d	mejae!d
מְיָעֵד	m3yaRe!d	mejae!d
מְיֹעָד	m3yoRa!d	mejoa!d
מְיַעֵל	m3yARe!l	mejae!l
מְיָעֵל	m3yaRe!l	mejae!l
מְיֹעָל	m3yoRa!l	mejoa!l
מְיַעֵץ	m3yARe!Z	mejae!ts
מְיָעֵץ	m3yaRe!Z	mejae!ts
מְיַעֵר	m3yARe!r	mejae!r
מְיָעֵר	m3yaRe!r	mejae!r
מְיֹעָר	m3yoRa!r	mejoa!r
מְיַפֶּה	m3yA_pE!H	mejape!
מְיֻפֶּה	m3yU_pE!H	mejupe!
מְיַפְיֵף	m3yAfye!f	mejafje!f
מִיץ	mi!Z	mi!ts
מְיַצֵּא	m3yA_Ze!Q	mejatse!
מְיֻצָּא	m3yU_Za!Q	mejutsa!
מֻיְצָא	mUyZa!Q	mujtsa!
מְיַצֵּב	m3yA_Ze!v	mejatse!v
מְיֻצָּב	m3yU_Za!v	mejutsa!v
מֵיצָב	meYZa!v	mejtsa!v
מְיַצֵּג	m3yA_Ze!g	mejatse!g
מְיֻצָּג	m3yU_Za!g	mejutsa!g
מֵיצָג	meYZa!g	mejtsa!g
מֻיְצָל	mUyZa!l	mujtsa!l
מְיַצֵּר	m3yA_Ze!r	mejatse!r
מְיֻצָּר	m3yU_Za!r	mejutsa!r
מֵיְקְאַפּ	me!yqQA_p	me!jkʔap
מִיקְסֶר	mi!qsEr	mi!kser
מְיַקֵּר	m3yA_qe!r	mejake!r
מְיֻקָּר	m3yU_qa!r	mejuka!r
מִיקְרוֹאוֹרְגָּנִיזְם	miqrWQWrǵani!zm	mikroorgani!zm
מִיקְרוֹאֶלֶקְטְרוֹנִיקָה	miqrWQElEqTrW!niqaH	mikroelektro!nika
מִיקְרוֹבּ	miqrW!_b	mikro!b
מִיקְרוֹבִּיוֹלוֹג	miqrW_bIyWlW!g	mikrobijolo!g
מִיקְרוֹבִּיוֹלוֹגִי	miqrW_bIyWlW!gi	mikrobijolo!gi
מִיקְרוֹבִּיוֹלוֹגְיָה	miqrW_bIyWlW!gyaH	mikrobijolo!gja
מִיקְרוֹבִּיּוֹלוֹגְיָה	miqrW_bI_yWlW!gyaH	mikrobijolo!gja
