repr	class	index	dotted	pos	root	affix	affix_allomorph	gender	number	comment	singular_suffix	plural_suffix	phonemic	paradigm	checked	is_foreign	latin
mAzni!jÁ	noun	0	מַזְנִיחַ	beynoni	znj	m_mAq7i!l	-	z	-		-	im	mazni!ax	b_sus	true	false	mazni!ac
mAZni!jÁ	noun	0	מַצְנִיחַ	beynoni	Znj	m_mAq7i!l	-	z	-		-	im	matsni!ax	b_sus	true	false	maZni!ac
mAzni!q	noun	0	מַזְנִיק	beynoni	znq	m_mAq7i!l	-	z	-		-	im	mazni!k	b_sus	true	false	mazni!q
mAZni!RÁ	noun	0	מַצְנִיעַ	beynoni	ZnR	m_mAq7i!l	-	z	-		-	im	matsni!a	b_sus	true	false	maZni!â
mAzni!v	noun	0	מַזְנִיב	beynoni	znv	m_mAq7i!l	-	z	-		-	im	mazni!v	b_sus	true	false	mazni!v
mAZpe!n	noun	0	מַצְפֵּן	noun	Zfn	m_mAq7e!l	-	z			-	im	matspe!n	b_binyan	true	false	maZpe!n
mAZpi!n	noun	0	מַצְפִּין	beynoni	Zpn	m_mAq7i!l	-	z	-		-	im	matspi!n	b_sus	true	false	maZpi!n
mAZpu!n	noun	0	מַצְפּוּן	noun	Zfn	m_mAq7u!l	-	z			-	im	matspu!n		true	false	maZpu!n
mAZpuni!	noun	0	מַצְפּוּנִי	adjective		s_i_adj		z			-	im	matspuni!	b_i	false		maZpuni!
mAZpuni!t	fixed	0	מַצְפּוּנִית	adverb		s_it_adv							matspuni!t		true		maZpuni!t
mAzqeqa!H	noun	0	מַזְקֵקָה	noun	zqq	m_mAq7ela!H	-	n			a!H	Wt	mazkeka!		true	false	mazqeqa!
mAzqi!f	noun	0	מַזְקִיף	beynoni	zqf	m_mAq7i!l	-	z	-		-	im	mazki!f	b_sus	true	false	mazqi!f
mAzqi!n	noun	0	מַזְקִין	beynoni	zqn	m_mAq7i!l	-	z	-		-	im	mazki!n	b_sus	true	false	mazqi!n
mAzqi!q	noun	0	מַזְקִיק	beynoni	zqq	m_mAq7i!l	-	z	-		-	im	mazki!k	b_sus	true	false	mazqi!q
mAZre!f	noun	0	מַצְרֵף	noun	Zrf			z	-		-		matsre!f		false	false	maZre!f
mAzre!q	noun	0	מַזְרֵק	noun	zrq	m_mAq7e!l	-	z			-	im	mazre!k	b_binyan	true	false	mazre!q
mAzreRa!H	noun	0	מַזְרֵעָה	noun	zqR	m_mAq7ela!H	-	n			a!H	Wt	mazrea!		true	false	mazreâ!
mAZRE!rEt	noun	0	מַצְעֶרֶת	noun	ZRr	m_mAq7E!lEt	-	n			Et	Wt	mats'e!ret		true	false	maZê!ret
mAZri!d	noun	0	מַצְרִיד	beynoni	Zrd	m_mAq7i!l		z	-		-	im	matsri!d	b_sus	false	false	maZri!d
mAZRi!d	noun	0	מַצְעִיד	beynoni	ZRd	m_mAq7i!l	-	z	-		-	im	mats'i!d	b_sus	true	false	maZî!d
mAzRi!f	noun	0	מַזְעִיף	beynoni	zRf	m_mAq7i!l	-	z	-		-	im	maz'i!f	b_sus	true	false	mazî!f
mAZRi!f	noun	0	מַצְעִיף	beynoni	ZRp	m_mAq7i!l		z	-		-	im	mats'i!f	b_sus	false	false	maZî!f
mAzri!jÁ	noun	0	מַזְרִיחַ	beynoni	zrj	m_mAq7i!l		z	-		-	im	mazri!ax	b_sus	false	false	mazri!ac
mAZri!jÁ	noun	0	מַצְרִיחַ	beynoni	Zrj	m_mAq7i!l		z	-		-	im	matsri!ax	b_sus	false	false	maZri!ac
mAzri!m	noun	0	מַזְרִים	beynoni	zrm	m_mAq7i!l	-	z	-		-	im	mazri!m	b_sus	true	false	mazri!m
mAzRi!m	noun	0	מַזְעִים	beynoni	zRm	m_mAq7i!l	-	z	-		-	im	maz'i!m	b_sus	true	false	mazî!m
mAzri!q	noun	0	מַזְרִיק	beynoni	zrq	m_mAq7i!l	-	z	-		-	im	mazri!k	b_sus	true	false	mazri!q
mAzRi!q	noun	0	מַזְעִיק	beynoni	zRq	m_mAq7i!l	-	z	-		-	im	maz'i!k	b_sus	true	false	mazî!q
mAZRi!r	noun	0	מַצְעִיר	beynoni	ZRr	m_mAq7i!l	-	z	-		-	im	mats'i!r	b_sus	true	false	maZî!r
mAzri!RÁ	noun	0	מַזְרִיעַ	beynoni	zrR	m_mAq7i!l	-	z	-		-	im	mazri!a	b_sus	true	false	mazri!â
mAZri!v	noun	0	מַצְרִיב	beynoni	Zrb	m_mAq7i!l		z	-		-	im	matsri!v	b_sus	false	false	maZri!v
mAZri!x	noun	0	מַצְרִיךְ	beynoni	Zrx	m_mAq7i!l	-	z	-		-	im	matsri!x	b_sus	true	false	maZri!x
mazu!7	noun	0	מָזוּט	beynoni	mzT	m_qa7u!l	-	z	-		-	im	mazu!t	b_paqid	true	false	mazu!T
mazu!g	noun	0	מָזוּג	beynoni	mzg	m_qa7u!l	-	z	-		-	im	mazu!g	b_paqid	true	false	mazu!g
maZu!q	noun	0	מָצוּק	noun	Zwq			z			-	im	matsu!k		false	false	maZu!q
maZu!Q	noun	0	מָצוּא	beynoni	mZQ	m_qa7u!l	-	z	-		-	im	matsu!	b_paqid	true	false	maZu!
maZu!y	noun	0	מָצוּי	beynoni	mZy	m_qa7u!l	-	z	-		-	im	matsu!y	b_paqid	true	false	maZu!y
maZu!Z	noun	0	מָצוּץ	beynoni	mZZ	m_qa7u!l	-	z	-		-	im	matsu!ts	b_paqid	true	false	maZu!Z
maZu!Z mI!n haQEZbA!R	noun	0	מָצוּץ מִן הָאֶצְבַּע	adjective				z					matsu!ts mi!n haetsba!		false	false	maZu!Z mi!n haeZbâ!
mAZvi!RÁ	noun	0	מַצְבִיעַ	beynoni	ZvR	m_mAq7i!l	-	z	-		-	im	matsvi!a	b_sus	true	false	maZvi!â
maZW!d	noun	0	מָצוֹד	noun	Zwd	m_mIq7a!l	ma*W!*	z			-	im	matso!d		true	false	maZo!d
maZW!f	noun	0	מָצוֹף	noun	Zwf	m_mIq7a!l	ma*W!*	z			-	im	matso!f		true	false	maZo!f
mAzwi!RÁ	noun	0	מַזְוִיעַ	beynoni	zwR	m_mAq7i!l	-	z	-		-	im	mazvi!a	b_sus	true	false	mazwi!â
mazW!n	noun	0	מָזוֹן	noun	zwn	m_mIq7a!l	ma*W!*	z			-	Wt	mazo!n		true	false	mazo!n
mazW!n	noun	1	מָזוֹן	noun	zwn	m_qa7W!l	-	z	-		-	Wt	mazo!n		true	false	mazo!n
mazW!n mahi!r	noun	0		noun				z					mazo!n mahi!r		false		mazo!n mahi!r
maZW!q	noun	0	מָצוֹק	noun	Zwq	m_mIq7a!l	ma*W!*	z			-	im	matso!k		true	false	maZo!q
mazW!r	noun	0	מָזוֹר	noun	zwr	m_mIq7a!l	ma*W!*	z			-		mazo!r		true	false	mazo!r
maZW!r	noun	0	מָצוֹר	noun	Zwr	m_mIq7a!l	ma*W!*	z			-		matso!r		true	false	maZo!r
mazWxi!s7	noun	0	מָזוֹכִיסְט	noun				z			-	im	mazoxi!st	f_atom	false	true	mazoxi!sT
mazWxi!s7i	noun	0	מָזוֹכִיסְטִי	adjective				z			-	im	mazoxi!sti	f_stati	false	true	mazoxi!sTi
mazWxi!zm	noun	0	מָזוֹכִיזְם	noun				z			-	im	mazoxi!zm	f_atom	false	true	mazoxi!zm
mAzxi!r	noun	0	מַזְכִיר	beynoni	zxr	m_mAq7i!l	-	z	-		-	im	mazxi!r	b_sus	true	false	mazxi!r
mE7a_bW!li	noun	0	מֶטָבּוֹלִי	adjective				z			-	im	metabo!li	f_stati	false	true	meTabo!li
me7a_bWli!zm	noun	0	מֵטָבּוֹלִיזְם	noun				z			-	im	metaboli!zm	f_atom	false	true	meTaboli!zm
mE7afi!zi	noun	0	מֶטָפִיזִי	adjective				z			-	im	metafi!zi	f_stati	false	true	meTafi!zi
me7afi!ziqaH	noun	0	מֵטָפִיזִיקָה	noun				n			a!H	Wt	metafi!zika	f_banana	false		meTafi!ziqa
me7afW!raH	noun	0	מֵטָפוֹרָה	noun				n			a!H	Wt	metafo!ra	f_banana	false		meTafo!ra
mE7afW!ri	noun	0	מֶטָפוֹרִי	adjective				z			-	im	metafo!ri	f_stati	false	true	meTafo!ri
me7alu!rGI_yaH	noun	0	מֵטָלוּרְגִּיָּה	noun				n			a!H	Wt	metalu!rgiya	f_banana	false	true	meTalu!rgiya
mE7amWrfW!zaH	noun	0	מֶטָמוֹרְפוֹזָה	noun				n			a!H	Wt	metamorfo!za	f_banana	false	true	meTamorfo!za
mE7atE!zaH	noun	0	מֶטָתֶזָה	noun				n			a!H	Wt	metate!za	f_banana	false	true	meTate!za
me7eQW!r	noun	0	מֵטֵאוֹר	noun				z			-	im	meteo!r	f_atom	false		meTeo!r
mE7EQW!ri	noun	0	מֶטֶאוֹרִי	adjective				z			-	im	meteo!ri	f_stati	false	true	meTeo!ri
me7eQWri!7	noun	0	מֵטֵאוֹרִיט	noun				z			-	im	meteori!t	f_atom	false	true	meTeori!T
mE7EQWrWlW!g	noun	0	מֶטֶאוֹרוֹלוֹג	adjective				z	-		-	im	meteorolo!g	f_atom	false	true	meTeorolo!g
mE7EQWrWlW!gi	noun	0	מֶטֶאוֹרוֹלוֹגִי	adjective				z			-	im	meteorolo!gi	f_stati	false	true	meTeorolo!gi
me7eQWrWlW!gyaH	noun	0	מֵטֵאוֹרוֹלוֹגְיָה	noun				n			a!H	Wt	meteorolo!gya	f_banana	false	true	meTeorolo!gya
mE7EQWrWQi!d	noun	0	מֶטֶאוֹרוֹאִיד	noun							-	im	meteoroi!d	f_atom	false		meTeoroi!d
me!7Er	noun	0	מֵטֶר	noun				z			-	im	me!ter	f_meter	false		me!Ter
mE!7Er	noun	0	מֶטֶר	noun				z			-	im	me!ter	f_meter	true	true	me!Ter
me7i!jÁ	noun	0	מֵטִיחַ	beynoni	Twj	m_mAq7i!l		z	-		-	im	meti!ax	b_sus	false	false	meTi!ac
me7i!l	noun	0	מֵטִיל	beynoni	Twl	m_mAq7i!l		z	-		-	im	meti!l	b_sus	false	false	meTi!l
me7i!s	noun	0	מֵטִיס	beynoni	Tws	m_mAq7i!l		z	-		-	im	meti!s	b_sus	false	false	meTi!s
me7i!v	noun	0	מֵטִיב	beynoni	Twb	m_mAq7i!l		z	-		-	im	meti!v	b_sus	false	false	meTi!v
mE!7ri	noun	0	מֶטְרִי	adjective				z			-	im	me!tri	f_stati	false	true	me!Tri
mE!7rW	noun	0	מֶטְרוֹ	noun				z			-	im	me!tro	f_mango	false		me!Tro
mE7rWlW!gyaH	noun	0	מֶטְרוֹלוֹגְיָה	noun				n			a!H	Wt	metrolo!gya	f_banana	false	true	meTrolo!gya
mE7rWnW!m	noun	0	מֶטְרוֹנוֹם	noun							-	im	metrono!m	f_atom	false	true	meTrono!m
mE7rWnW!miqaH	noun	0	מֶטְרוֹנוֹמִיקָה	noun				n			a!H	Wt	metrono!mika	f_banana	false		meTrono!miqa
mE7rW_pWli!7	noun	0	מֶטְרוֹפּוֹלִיט	noun				z			-	im	metropoli!t	f_atom	false		meTropoli!T
mE7rW_pWli!n	noun	0	מֶטְרוֹפּוֹלִין	noun				n			-	im	metropoli!n	f_atom	false	true	meTropoli!n
mE7rW_pWli!ni	noun	0	מֶטְרוֹפּוֹלִינִי	adjective				z			-	im	metropoli!ni	f_stati	false	true	meTropoli!ni
me7Wni!myaH	noun	0	מֵטוֹנִימְיָה	noun				n			a!H	Wt	metoni!mya	f_banana	false	true	meToni!mya
mece!jÁ	noun	0	מֵשֵׁחַ	beynoni	cjj	m_mAq7i!l		z	-		-	im	mece!ax	b_sus	false	false	meSe!ac
mece!m	noun	0	מֵשֵׁם	beynoni	cmm	m_mAq7i!l		z	-		-	im	mece!m	b_sus	false	false	meSe!m
mE!cEq	noun	0	מֶשֶׁק	noun	mcq	m_qE!7El	-	z			-	im	me!cek	b_sefer	true	false	me!Seq
mE!cEq bA!yIt	noun	0	מֶשֶׁק בַּיִת	noun									me!cek ba!yit		false		me!Seq ba!yit
mE!cEq bA!yIt jAd-hWri!	noun	0	מֶשֶׁק בַּיִת חַד־הוֹרִי	noun									me!cek ba!yit xad hori!		false	false	me!Seq ba!yit cad-hori!
mE!cEq m3Rora!v	noun	0	מֶשֶׁק מְעֹרָב	noun									me!cek meora!v		false	false	me!Seq meôra!v
mE!cEq Re!zEr	noun	0	מֶשֶׁק עֵזֶר	noun									me!cek e!zer		false	false	me!Seq ê!zer
mE!cEx	noun	0	מֶשֶׁךְ	noun	mcx	m_qE!7El	-				-	im	me!cex		true	false	me!Sex
mE!ci	noun	0	מֶשִׁי	noun	mcy	m_q37i!	*E!*i				-		me!ci		true	false	me!Si
meci!7	noun	0	מֵשִׁיט	beynoni	cwT	m_mAq7i!l		z	-		-	im	meci!t	b_sus	false	false	meSi!T
meci!t	noun	0	מֵשִׁית	beynoni	cyt	m_mAq7i!l		z	-		-	im	meci!t	b_sus	false	false	meSi!t
meci!v	noun	0	מֵשִׁיב	beynoni	cwb	m_mAq7i!l		z	-		-	im	meci!v	b_sus	false	false	meSi!v
meci!v nE!fEc	noun	0	מֵשִׁיב נֶפֶשׁ	noun				z					meci!v ne!fec		false	false	meSi!v ne!feS
mEcnWre!r	noun	0	מֶשְׁנוֹרֵר	beynoni	cnrr	m_m3qA_7e!l		z	-		-	im	mecnore!r	b_shomer	false	false	meSnore!r
medA!lyaH	noun	0	מֵדַלְיָה	noun				n			a!H	Wt	meda!lya	f_banana	false	true	meda!lya
mE!dEd	noun	0	מֶדֶד	noun	mdd	m_qE!7El	-	z			-		me!ded	b_sefer	true	false	me!ded
mEdi7a7i!vi	noun	0	מֶדִיטָטִיבִי	adjective				z			-	im	meditati!vi	f_stati	false	true	mediTaTi!vi
medi7A!ZyaH	noun	0	מֵדִיטַצְיָה	noun				n			a!H	Wt	medita!tsya	f_banana	false	true	mediTa!Zya
medi!jÁ	noun	0	מֵדִיחַ	beynoni	dwj	m_mAq7i!l		z	-		-	im	medi!ax	b_sus	false	false	medi!ac
medi!jÁ keli!m	noun	0	מֵדִיחַ כֵּלִים	noun									medi!ax keli!m		false	false	medi!ac keli!m
mEdiZi!ni	noun	0	מֶדִיצִינִי	adjective				z			-	im	meditsi!ni	f_stati	false	true	mediZi!ni
medu!zaH	noun	0	מֵדוּזָה	noun				n			a!H	Wt	medu!za	f_banana	false		medu!za
mEdu!zaH	noun	0	מֶדוּזָה	noun				n			a!H	Wt	medu!za	f_banana	false		medu!za
mE!dyaH	noun	0	מֶדְיָה	noun				n			a!H	Wt	me!dya	f_banana	false		me!dya
mE!dyum	noun	0	מֶדְיוּם	noun				z			-	im	me!dyum	f_atom	false	true	me!dyum
mefe!r	noun	0	מֵפֵר	beynoni	prr	m_mAq7i!l		z	-		-	im	mefe!r	b_sus	false	false	mefe!r
mefe!z	noun	0	מֵפֵז	beynoni	pzz	m_mAq7i!l		z	-		-	im	mefe!z	b_sus	false	false	mefe!z
mefi!jÁ	noun	0	מֵפִיחַ	beynoni	pwj	m_mAq7i!l		z	-		-	im	mefi!ax	b_sus	false	false	mefi!ac
mefi!q	noun	0	מֵפִיק	beynoni	pwq	m_mAq7i!l		z	-		-	im	mefi!k	b_sus	false	false	mefi!q
mefi!r	noun	0	מֵפִיר	beynoni	frr			z	-		-	im	mefi!r		false	false	mefi!r
mefi!s	noun	0	מֵפִיס	beynoni	pws	m_mAq7i!l		z	-		-	im	mefi!s	b_sus	false	false	mefi!s
mefi!Z	noun	0	מֵפִיץ	beynoni	pwZ	m_mAq7i!l		z	-		-	im	mefi!ts	b_sus	false	false	mefi!Z
mEflAr7e!7	noun	0	מֶפְלַרְטֵט	beynoni	flrTT			z	-		-	im	meflarte!t		false	false	meflarTe!T
mE!ga7Wn	noun	0	מֶגָטוֹן	noun				z			-	Wt	me!gaton	f_telefon	false	true	me!gaTon
mE!ga_bAy7	noun	0	מֶגָבַּיְט	noun				z			-	im	me!gabayt	f_telefon	false	true	me!gabayT
mE!gafWn	noun	0	מֶגָפוֹן	noun				z			-	im	me!gafon	f_telefon	false	true	me!gafon
mE!gahErZ	noun	0	מֶגָהֶרְץ	noun				z			-	im	me!gaherts	f_telefon	false	true	me!gaherZ
mE!gaH hErZ	noun	0		noun				z					me!ga herts		false		me!ga herZ
mEgalWma!n	noun	0	מֶגָלוֹמָן	adjective				z	-		-	im	megaloma!n	f_atom	false	true	megaloma!n
mEgalWma!ni	noun	0	מֶגָלוֹמָנִי	adjective				z			-	im	megaloma!ni	f_stati	false	true	megaloma!ni
mEgalWmA!nyaH	noun	0	מֶגָלוֹמַנְיָה	noun				n			a!H	Wt	megaloma!nya	f_banana	false		megaloma!nya
mE!gawaN7	noun	0	מֶגָוָאט	noun				z			-	im	me!gavat	f_telefon	false	true	me!gawaT
mE!gEd	noun	0	מֶגֶד	noun	mgd	m_qE!7El	-	z			-	im	me!ged	b_sefer	true	false	me!ged
mege!n	noun	0	מֵגֵן	beynoni	gnn	m_mAq7i!l		z	-		-	im	mege!n	b_sus	false	false	mege!n
mege!s	noun	0	מֵגֵס	beynoni	gss	m_mAq7i!l		z	-		-	im	mege!s	b_sus	false	false	mege!s
megi!f	noun	0	מֵגִיף	beynoni	gwp	m_mAq7i!l		z	-		-	im	megi!f	b_sus	false	false	megi!f
megi!jÁ	noun	0	מֵגִיחַ	beynoni	gyj	m_mAq7i!l		z	-		-	im	megi!ax	b_sus	false	false	megi!ac
megi!s	noun	0	מֵגִיס	beynoni	gss	m_mAq7i!l		z	-		-	im	megi!s	b_sus	false	false	megi!s
megi!v	noun	0	מֵגִיב	beynoni	gwb	m_mAq7i!l		z	-		-	im	megi!v	b_sus	false	false	megi!v
megi!z	noun	0	מֵגִיז	beynoni	gwz	m_mAq7i!l		z	-		-	im	megi!z	b_sus	false	false	megi!z
mEgrafa!H	noun	0	מֶגְרָפָה	noun	grf	m_mEq7ala!H	-	n			a!H	Wt	megrafa!		true	false	megrafa!
mehA_ZA!d	fixed	0	מֵהַצַּד	adverb		p_mI_adv							mehatsa!d		false		mehaZa!d
mehe!l	noun	0	מֵהֵל	beynoni	hll	m_mAq7i!l		z	-		-	im	mehe!l	b_sus	false	false	mehe!l
mehi!n	noun	0	מֵהִין	beynoni	hwn	m_mAq7i!l		z	-		-	im	mehi!n	b_sus	false	false	mehi!n
mEj7a!f	noun	0	מֶחְטָף	noun	jTf	m_mIq7a!l	mE**a!*	z			-	im	mexta!f		true	false	mecTa!f
me!jÁ	noun	0	מֵחַ	adjective	mwj			z	-		-	im	me!ax		false	false	me!ac
mEjaQa!H	noun	0	מֶחָאָה	noun	mjy			n			a!H	Wt	mexaa!		false	false	mecaa!
me!jÁ RE!ZEm	noun	0		noun									me!ax e!tsem		false	false	me!ac ê!Zem
mEjDa!l	noun	0	מֶחְדָּל	noun	jdl	m_mIq7a!l	mE**a!*	z			-	im	mexda!l		true	false	mecda!l
meje!l	noun	0	מֵחֵל	beynoni	jll	m_mAq7i!l		z	-		-	im	mexe!l	b_sus	false	false	mece!l
meje!m	noun	0	מֵחֵם	beynoni	jmm	m_mAq7i!l		z	-		-	im	mexe!m	b_sus	false	false	mece!m
meje!t	noun	0	מֵחֵת	beynoni	jtt	m_mAq7i!l		z	-		-	im	mexe!t	b_sus	false	false	mece!t
mEjéwa!H	noun	0	מֶחֱוָה	noun	jwy			n			a!H	Wt	mexeva!		false	false	mecewa!
mEjéZa!H	noun	0	מֶחֱצָה	noun	jZy			z	-		a!H	Wt	mexetsa!		false	false	meceZa!
meji!c	noun	0	מֵחִישׁ	beynoni	jwc	m_mAq7i!l		z	-		-	im	mexi!c	b_sus	false	false	meci!S
meji!l	noun	0	מֵחִיל	beynoni	jwl	m_mAq7i!l		z	-		-	im	mexi!l	b_sus	false	false	meci!l
mEjla!f	noun	0	מֶחְלָף	noun	jlf	m_mIq7a!l	mE**a!*	z			-	im	mexla!f		true	false	mecla!f
mEjla!q	noun	0	מֶחְלָק	noun	jlq	m_mIq7a!l	mE**a!*	z			-	im	mexla!k		true	false	mecla!q
mEjqa!r	noun	0	מֶחְקָר	noun	jqr	m_mIq7a!l	mE**a!*	z			-	im	mexka!r		true	false	mecqa!r
mEjqari!	noun	0	מֶחְקָרִי	adjective	jqr	s_i_adj	-	z			-	im	mexkari!	b_i	false	false	mecqari!
mEjqarW!n	noun	0	מֶחְקָרוֹן	noun		s_Wn		z			-	im	mexkaro!n	b_sus	true	false	mecqaro!n
meju!c	noun	0	מֵחוּשׁ	noun	mjc	m_qI_7u!l	*e*u!*	z			-	im	mexu!c	b_sus	true	false	mecu!S
mEjwa!H	noun	0	מֶחְוָה	noun	jwy			n	-		a!H	Wt	mexva!		false	false	mecwa!
mE!lAj	noun	0	מֶלַח	noun	mlj	m_qE!7El	*E!*A*	z			-	im	me!lax	b_sefer	true	false	me!lac
mE!lAj haQa!rEZ	noun	0	מֶלַח הָאָרֶץ	noun									me!lax haa!rets		false	false	me!lac haa!reZ
mE!lAj limW!n	noun	0		noun				z					me!lax limo!n		false	false	me!lac limo!n
mE!lAj ya!m	noun	0		noun				z					me!lax ya!m		false	false	me!lac ya!m
mElani!n	noun	0	מֶלָנִין	noun				z			-		melani!n	f_atom	false	true	melani!n
melAnkW!li	noun	0	מֵלַנְכּוֹלִי	adjective		s_i_adj		z			-	im	melanko!li	f_stati	false		melanko!li
mElAnkW!li	noun	0	מֶלַנְכּוֹלִי	adjective				z			-	im	melanko!li	f_stati	false	true	melanko!li
mE!lE7	noun	0	מֶלֶט	noun	mlT	m_qE!7El	-	z			-		me!let	b_sefer	true	false	me!leT
mE!lEl	noun	0	מֶלֶל	noun	mll	m_qE!7El	-	z			-		me!lel	b_sefer	true	false	me!lel
mE!lEx	noun	0	מֶלֶךְ	noun	mlx	m_qE!7El	-	z			-	Wt	me!lex	b_derex	true	false	me!lex
mE!lEx hAjA_yW!t	noun	0	מֶלֶךְ-הַחַיּוֹת	noun									me!lex haxayo!t		false	false	me!lex hacayo!t
meli!7	noun	0	מֵלִיט	beynoni	lwT	m_mAq7i!l		z	-		-	im	meli!t	b_sus	false	false	meli!T
meli!z	noun	0	מֵלִיז	beynoni	lwz			z	-		-	im	meli!z		false	false	meli!z
meli!Z	noun	0	מֵלִיץ	beynoni	lwZ	m_mAq7i!l		z	-		-	im	meli!ts	b_sus	false	false	meli!Z
meli!Z yo!cEr	noun	0	מֵלִיץ יֹשֶׁר	noun				z					meli!ts yo!cer		false	false	meli!Z yo!Ser
mEljaZA!yIm	noun	0	מֶלְחָצַיִם	noun	ljZ			z	plurale_tantum		-		melxatsa!yim		false	false	melcaZa!yim
mEljáZe!Y ZI_nWrW!t	noun	0		noun				z					melxatse!ŷ tsinoro!t		false	false	melcaZe!Y Zinoro!t
mElqajA!yIm	noun	0	מֶלְקָחַיִם	noun	lqj			z	plurale_tantum		-		melkaxa!yim		false	false	melqaca!yim
mElTaja!H	noun	0	מֶלְתָּחָה	noun		m_mEq7ala!H	-	n			a!H	Wt	meltaxa!		true	false	meltaca!
mElW!di	noun	0	מֶלוֹדִי	adjective				z			-	im	melo!di	f_stati	false	true	melo!di
mElWdrama!7i	noun	0	מֶלוֹדְרָמָטִי	adjective				z			-	im	melodrama!ti	f_stati	false	true	melodrama!Ti
mElWdrama7I_yu!t	noun	0	מֶלוֹדְרָמָטִיּוּת	noun		s_ut		n			u!t	Wt	melodramatiyu!t	b_sus	false	false	melodramaTiyu!t
melWdra!maH	noun	0	מֵלוֹדְרָמָה	noun				n			a!H	Wt	melodra!ma	f_banana	false	true	melodra!ma
mElW!dyaH	noun	0	מֶלוֹדְיָה	noun				n			a!H	Wt	melo!dya	f_banana	false	true	melo!dya
melW!n	noun	0	מֵלוֹן	noun				z			-	im	melo!n	f_atom	false	true	melo!n
mElZA!r	noun	0	מֶלְצַר	noun	mlZr						-	im	meltsa!r		false	false	melZa!r
mElZaru!t	noun	0	מֶלְצָרוּת	noun		s_ut		n			u!t	Wt	meltsaru!t	b_sus	false	false	melZaru!t
me!m	noun	0	מֵם	noun				z			-	im	me!m		false		me!m
memA!d	noun	0	מֵמַד	noun	mdd			z			-	im	mema!d	b_memad	false	false	mema!d
mEmbra!naH	noun	0	מֶמְבְּרָנָה	noun				n			a!H	Wt	membra!na	f_banana	false	true	membra!na
mEmcala!H	noun	0	מֶמְשָׁלָה	noun	mcl	m_mEq7ala!H	-	n			a!H	Wt	memcala!		true	false	memSala!
mEmcAlTi!	noun	0	מֶמְשַׁלְתִּי	adjective		s_i_adj		z			-	im	memcalti!	b_i	false		memSalti!
mEmcE!lEt bU_bW!t	noun	0	מֶמְשֶׁלֶת בֻּבּוֹת	noun									memce!let bubo!t		false		memSe!let bubo!t
meme!q	noun	0	מֵמֵק	beynoni	mqq	m_mAq7i!l		z	-		-	im	meme!k	b_sus	false	false	meme!q
meme!r	noun	0	מֵמֵר	beynoni	mrr	m_mAq7i!l		z	-		-	im	meme!r	b_sus	false	false	meme!r
meme!s	noun	0	מֵמֵס	beynoni	mss	m_mAq7i!l		z	-		-	im	meme!s	b_sus	false	false	meme!s
memi!7	noun	0	מֵמִיט	beynoni	mwT	m_mAq7i!l		z	-		-	im	memi!t	b_sus	false	false	memi!T
memi!c	noun	0	מֵמִישׁ	beynoni	mwc	m_mAq7i!l		z	-		-	im	memi!c	b_sus	false	false	memi!S
memi!r	noun	0	מֵמִיר	beynoni	mwr	m_mAq7i!l		z	-		-	im	memi!r	b_sus	false	false	memi!r
memi!t	noun	0	מֵמִית	beynoni	mwt	m_mAq7i!l		z	-		-	im	memi!t	b_sus	false	false	memi!t
memi!x	noun	0	מֵמִיךְ	beynoni	mwk	m_mAq7i!l		z	-		-	im	memi!x	b_sus	false	false	memi!x
mE!n7aH	noun	0	מֶנְטָה	noun				n			a!H	Wt	me!nta	f_banana	false		me!nTa
mEn7a!li	noun	0	מֶנְטָלִי	adjective		s_i_adj		z			-	im	menta!li	f_stati	false	true	menTa!li
mEn7ali!s7	noun	0	מֶנְטָלִיסְט	noun				z			-	im	mentali!st	f_atom	false	true	menTali!sT
mEn7a!lI_yut	noun	0	מֶנְטָלִיּוּת	noun		s_ut	-	n			u!t	Wt	menta!liyut	f_atom	false		menTa!liyut
mEn7alizA!ZyaH	noun	0	מֶנְטָלִיזַצְיָה	noun				n			a!H	Wt	mentaliza!tsya	f_banana	false	true	menTaliza!Zya
mE!nAR	noun	0	מֶנַע	noun	mnR	m_qE!7El		z			-		me!na	b_sefer	true	false	me!nâ
mene!Z	noun	0	מֵנֵץ	beynoni	nZZ	m_mAq7i!l		z	-		-	im	mene!ts	b_sus	false	false	mene!Z
meni!d	noun	0	מֵנִיד	beynoni	nwd	m_mAq7i!l		z	-		-	im	meni!d	b_sus	false	false	meni!d
meni!f	noun	0	מֵנִיף	beynoni	nwp	m_mAq7i!l		z	-		-	im	meni!f	b_sus	false	false	meni!f
meni!jÁ	noun	0	מֵנִיחַ	beynoni	nwj	m_mAq7i!l		z	-		-	im	meni!ax	b_sus	false	false	meni!ac
meni!jÁ QEt hA_DA!RAt	noun	0	מֵנִיחַ אֶת הַדַּעַת	adjective				z					meni!ax et hada!at		false	false	meni!ac et hada!ât
meni!q	noun	0	מֵנִיק	beynoni	ynq	m_mAq7i!l		z	-		-	im	meni!k	b_sus	false	false	meni!q
meni!Q	noun	0	מֵנִיא	beynoni	nwQ			z	-		-	im	meni!		false	false	meni!
meni!RÁ	noun	0	מֵנִיעַ	beynoni	nwR	m_mAq7i!l		z	-		-	im	meni!a	b_sus	false	false	meni!â
meni!s	noun	0	מֵנִיס	beynoni	nws	m_mAq7i!l		z	-		-	im	meni!s	b_sus	false	false	meni!s
meni!v	noun	0	מֵנִיב	beynoni	nwb	m_mAq7i!l		z	-		-	im	meni!v	b_sus	false	false	meni!v
